Valor Total dos Rendimentos recebidos
Sigla,Código,Município,1970,1980,1991,2000,
MG,3119609,Coronel Pacheco,162.5636568403,327.1312603938,266.000914459,583.9976826904,
MG,3119708,Coronel Xavier Chaves,86.0008572529,480.8149704589,180.1145342628,399.6952093324,
MG,3119807,Córrego Danta,269.4277924104,685.1822916065,490.7587508658,807.1447837859,
MG,3119906,Córrego do Bom Jesus,128.9307299951,284.0960579477,354.7397883139,652.6684278066,
MG,3119955,Córrego Fundo,,,,836.0764283186,
MG,3120003,Córrego Novo,305.7031820981,552.0538141667,383.1556997788,403.2517292915,
MG,3120102,Couto de Magalhães de Minas,87.01860172,293.6399012484,353.425099619,559.9067118171,
MG,3120151,Crisólita,,,,519.3011112095,
MG,3120201,Cristais,353.5990292679,1411.9929953415,901.9770097598,2293.491943819,
MG,3120300,Cristália,57.084542943,193.35212339,215.101857636,372.2278608892,
MG,3120409,Cristiano Otoni,124.8955133281,508.0590658438,314.1912772019,746.133300752,
MG,3120508,Cristina,431.0258968075,1074.3242042892,1123.5636088101,1756.1661079211,
MG,3120607,Crucilândia,166.6626637588,416.9607678036,763.824894712,706.9075590297,
MG,3120706,Cruzeiro da Fortaleza,116.8743724611,431.6972077751,377.2412751551,975.2967197126,
MG,3120805,Cruzília,357.8091858671,1401.3433623397,1228.6289190987,2593.2828231929,
MG,3120839,Cuparaque,,,,609.8346507575,
MG,3120870,Curral de Dentro,,,,445.5036230842,
MG,3120904,Curvelo,2717.9218774749,9129.2866397823,6847.4166205538,14005.2638105068,
MG,3121001,Datas,92.9849232735,188.4298358467,324.6701689599,427.4197553154,
MG,3121100,Delfim Moreira,383.964155502,686.5224567504,799.2475578649,1256.6096652633,
MG,3121209,Delfinópolis,232.8556814012,782.4807632542,678.8742454757,1321.1138496875,
MG,3121258,Delta,,,,1009.0137551656,
MG,3121308,Descoberto,124.3243006215,301.6753362801,289.8271886419,827.9732307357,
MG,3121407,Desterro de Entre Rios,163.2721152396,601.3976185459,320.136920197,751.9200392028,
MG,3121506,Desterro do Melo,101.8160070307,328.2463695543,231.4069013817,393.2380737766,
MG,3121605,Diamantina,2020.3484147643,4594.7810850152,4717.9664589941,9342.1606444683,
MG,3121704,Diogo de Vasconcelos,183.7101252134,295.9866128119,236.9317187818,300.344556133,
MG,3121803,Dionísio,418.4756480838,830.1191513695,696.3844675765,1200.0256395666,
MG,3121902,Divinésia,134.6815178199,300.3369185349,164.7340090547,515.7639268996,
MG,3122009,Divino,687.8560810651,2301.4363304144,1697.9219879983,2832.595451847,
MG,3122108,Divino das Laranjeiras,233.5196799282,589.0759938797,320.7298654043,997.2721180739,
MG,3122207,Divinolândia de Minas,114.6011198621,385.7346645622,277.3008907285,733.9804897145,
MG,3122306,Divinópolis,5809.4178316086,21520.9952088509,24435.3410514868,59608.4068661253,
MG,3122355,Divisa Alegre,,,,490.203321808,
MG,3122405,Divisa Nova,149.2198960487,516.8249583106,729.8849114826,1075.6649982082,
MG,3122454,Divisópolis,,,,593.5914357585,
MG,3122470,Dom Bosco,,,,499.4678248656,
MG,3122504,Dom Cavati,267.9490183983,706.9232462193,665.8380636133,1062.6547673844,
MG,3122603,Dom Joaquim,252.220855327,431.084005269,259.8846379738,539.2358031079,
MG,3122702,Dom Silvério,364.272298167,935.3491550377,594.3492376887,912.1545713489,
MG,3122801,Dom Viçoso,86.3188419914,171.2754890186,236.5819113619,394.0710461633,
MG,3122900,Dona Eusébia,134.3818969417,432.0084239527,397.2588671586,932.9232845735,
MG,3123007,Dores de Campos,304.7917547168,739.4534016994,652.9730957689,1519.1426491697,
MG,3123106,Dores de Guanhães,142.6427345113,260.7023778606,314.5067418451,628.720331707,
MG,3123205,Dores do Indaiá,964.6719444222,2223.3815118976,2278.6824304446,3374.6040237972,
MG,3123304,Dores do Turvo,147.7846153899,436.9155673745,287.8785692719,707.6865621468,
MG,3123403,Doresópolis,58.8803351747,156.0333787648,100.1829402975,210.3032183606,
MG,3123502,Douradoquara,115.4071966766,232.6547031285,178.5235815125,375.3089781484,
MG,3123528,Durandé,,,,1194.5987756213,
MG,3123601,Elói Mendes,777.7036837873,3168.1574345274,2891.9784993295,5927.8820795814,
MG,3123700,Engenheiro Caldas,294.1252514504,595.3386257872,729.9093172849,1193.0468247994,
MG,3123809,Engenheiro Navarro,216.6152632801,523.3363929008,471.9283754009,661.2789895089,
MG,3123858,Entre Folhas,,,,603.8133316422,
MG,3123908,Entre Rios de Minas,381.2897975337,1992.0206454466,871.0475564236,2454.187260583,
MG,3124005,Ervália,353.3738303497,952.0009231349,949.0633603216,2933.5965909349,
MG,3124104,Esmeraldas,714.3271024007,1829.3281545042,2089.2255449006,8579.2642946876,
MG,3124203,Espera Feliz,457.6476951012,1699.1588742525,1724.3960473932,3603.0262087597,
MG,3124302,Espinosa,829.9237367938,2965.3733909596,2007.7156015403,3297.0598809817,
MG,3124401,Espírito Santo do Dourado,163.2141241018,513.9654076499,398.2311311712,823.5910988207,
MG,3124500,Estiva,375.1108418087,1006.234128119,1162.1588829698,2541.1072821588,
MG,3124609,Estrela Dalva,126.7125689769,436.5452980839,312.342473943,691.0678787734,
MG,3124708,Estrela do Indaiá,259.5673659584,497.8374110926,525.3826868569,668.1520425192,
MG,3124807,Estrela do Sul,397.3456105331,801.470147481,741.2365517752,1066.7546182443,
MG,3124906,Eugenópolis,350.2606727726,942.3269658435,779.7558414863,2008.1906805794,
MG,3125002,Ewbank da Câmara,152.2808616019,302.1629053047,274.070120077,543.4168886972,
MG,3125101,Extrema,490.2493462138,1784.6050097806,2334.1834900796,5373.7261094524,
MG,3125200,Fama,75.4358384775,226.3677868604,298.3132394767,588.5615925982,
MG,3125309,Faria Lemos,235.4488517767,383.879688897,239.6743664694,685.3774306151,
MG,3125408,Felício dos Santos,67.2281594509,236.8204566724,177.924875698,408.6010561551,
MG,3125507,São Gonçalo do Rio Preto,68.8026188402,202.8371376032,151.6929728575,329.1231564656,
MG,3125606,Felisburgo,90.4226815048,344.4050576005,338.4527034311,622.2966171269,
MG,3125705,Felixlândia,442.1611617705,2054.7044046513,1225.1072556061,1918.2127828294,
MG,3125804,Fernandes Tourinho,137.821737928,270.0615345669,129.1519943983,239.1527225398,
MG,3125903,Ferros,708.1307493343,971.6368448572,1036.0300818695,1379.0075265736,
MG,3125952,Fervedouro,,,,1268.5609849831,
MG,3126000,Florestal,245.1362713344,714.1905875376,718.6046226333,1176.9426109148,
MG,3126109,Formiga,2644.9902896283,7676.993344886,7612.9860180308,15804.1692750232,
MG,3126208,Formoso,128.8089486059,381.4453833762,588.8988735758,1003.701869335,
MG,3126307,Fortaleza de Minas,159.8052117223,414.6100237817,379.7852401063,699.6529683537,
MG,3126406,Fortuna de Minas,71.7785307247,302.7560799341,190.8451297805,377.7528400901,
MG,3126505,Francisco Badaró,175.6203615001,617.5433579201,621.5014947242,911.6008196331,
MG,3126604,Francisco Dumont,151.4776843443,324.8349993653,257.7982717375,547.6036930992,
MG,3126703,Francisco Sá,1036.0078094622,2124.4282089362,1493.9764440262,2395.7225776303,
MG,3126752,Franciscópolis,,,,431.6141390498,
MG,3126802,Frei Gaspar,193.8179805196,596.9567617295,229.6497986517,468.8771723566,
MG,3126901,Frei Inocêncio,287.1672814418,568.8341280764,674.5004285252,1224.3766821875,
MG,3126950,Frei Lagonegro,,,,202.0996467937,
MG,3127008,Fronteira,381.9508965039,1176.7209130813,1346.1562930273,2235.4493327833,
MG,3127057,Fronteira dos Vales,80.5100630289,330.5989953901,220.0200033132,299.2102629145,
MG,3127073,Fruta de Leite,,,,340.6251802475,
MG,3127107,Frutal,2088.0907623031,6903.329103854,7323.3746617613,13949.9944961688,
MG,3127206,Funilândia,91.0973117404,263.3139771353,375.8356916256,528.9807456839,
MG,3127305,Galiléia,463.6700747544,1403.4420777121,802.3696355176,1032.8728519937,
MG,3127339,Gameleiras,,,,330.9979068598,
MG,3127354,Glaucilândia,,,,250.6120819169,
MG,3127370,Goiabeira,,,,310.0933638724,
MG,3127388,Goianá,,,,674.8635087752,
MG,3127404,Gonçalves,146.225620304,451.0871943406,422.4380437921,811.616555259,
MG,3127503,Gonzaga,69.397028002,293.3282818249,307.3870379029,436.2415800076,
MG,3127602,Gouveia,366.5880776003,850.1882487332,888.2457294373,1703.6985516299,
MG,3127701,Governador Valadares,11197.7243179236,37407.6043263179,37111.8339405858,75111.6542513594,
MG,3127800,Grão Mogol,322.4403909658,1673.2109006049,1254.5751780228,1441.151847177,
MG,3127909,Grupiara,88.1871231453,163.0164317665,143.1141704186,207.0729101106,
MG,3128006,Guanhães,802.8873018654,3079.9438676103,2128.1871502323,4818.6016017785,
MG,3128105,Guapé,309.7954233839,1613.0477863357,1052.4325578219,2557.5904988689,
MG,3128204,Guaraciaba,249.3232314785,730.3036191938,485.1248630596,1185.7915657609,
MG,3128253,Guaraciama,,,,388.9460340624,
MG,3128303,Guaranésia,696.0859900278,2402.1876617675,1905.604637396,4940.5084765831,
MG,3128402,Guarani,437.5402346124,1107.5993788597,812.5188630159,1629.2316780449,
MG,3128501,Guarará,101.1249459728,370.2513236865,361.9473242024,966.1494658538,
MG,3128600,Guarda-Mor,302.5677945849,812.869011252,844.9732412826,1473.0328473717,
MG,3128709,Guaxupé,1854.5836471213,7035.3781369874,6823.8529532614,13937.8099811566,
MG,3128808,Guidoval,305.65485615,666.3591790807,602.3303363065,1611.2978031525,
MG,3128907,Guimarânia,330.3416834815,714.153264895,747.876515253,1456.247030189,
MG,3129004,Guiricema,656.4548465035,846.9776053618,679.5138671425,1299.5289091394,
MG,3129103,Gurinhatã,568.5934402484,1534.5054435994,787.7525975,1489.798662779,
MG,3129202,Heliodora,216.9844735236,542.3372024264,439.6133836666,1139.5800171533,
MG,3129301,Iapu,524.8700554383,1007.9624397856,960.4579055713,1250.5438137516,
MG,3129400,Ibertioga,178.8765638836,390.188694076,453.9277884306,689.8856323307,
MG,3129509,Ibiá,984.368634352,3160.8242745271,2333.0067289315,8109.3183296387,
MG,3129608,Ibiaí,90.850849405,332.3472005181,349.962837296,643.911031233,
MG,3129657,Ibiracatu,,,,366.8627358898,
MG,3129707,Ibiraci,497.6180867813,1537.4274973652,1203.606305754,2493.8921985132,
MG,3129806,Ibirité,1025.0078571539,4667.0770152877,8231.8945524531,19646.2328686712,
MG,3129905,Ibitiúra de Minas,156.2194263727,271.6763101273,344.4459762415,836.4543633164,
MG,3130002,Ibituruna,91.156269397,331.0397430923,267.1829966,424.8730309041,
MG,3130051,Icaraí de Minas,,,,637.7565078779,
MG,3130101,Igarapé,373.1758708464,1923.4795164028,2952.9607370125,4870.665917881,
MG,3130200,Igaratinga,192.173931765,750.1053645661,697.9215236776,1331.8726306974,
MG,3130309,Iguatama,323.1846105667,1600.3096535227,982.8815868957,2082.8484929649,
MG,3130408,Ijaci,239.6715731224,491.5672071243,288.7026394265,826.0918469991,
MG,3130507,Ilicínea,236.7884470583,910.8926981389,794.5456848127,2455.5210241125,
MG,3130556,Imbé de Minas,,,,752.4137069615,
MG,3130606,Inconfidentes,238.0275243677,867.0140398126,845.9171951823,1675.8007121703,
MG,3130655,Indaiabira,,,,551.4016597047,
MG,3130705,Indianópolis,113.0150622452,572.7366965027,559.042849131,1351.3581023626,
MG,3130804,Ingaí,143.7194366351,276.4778031392,253.1706882395,670.4056917426,
MG,3130903,Inhapim,1162.1907260479,2735.4780094983,2445.9420123262,3698.9947784433,
MG,3131000,Inhaúma,167.5296312679,452.0459785308,423.69914797,819.4250799687,
MG,3131109,Inimutaba,324.4903776846,552.8890707148,479.2551154766,698.3995411669,
MG,3131158,Ipaba,,,,1715.4707894089,
MG,3131208,Ipanema,686.7252538793,1595.9546432649,1437.3103292015,2791.3041758224,
MG,3131307,Ipatinga,4688.7545592889,37183.4632629813,29204.6995359117,64872.0682384841,
MG,3131406,Ipiaçu,329.893218683,557.9574676672,386.0629163796,1045.3228996055,
MG,3131505,Ipuiúna,450.7854104698,1297.9962479098,2025.0015775848,3037.1353255239,
MG,3131604,Iraí de Minas,63.80184973,674.76828859,794.1949981055,1310.5343049851,
MG,3131703,Itabira,4902.3716807483,13514.7126110603,13043.1844867073,25656.6862697939,
MG,3131802,Itabirinha de Mantena,347.8617727085,821.7050236897,737.0480801978,1471.2615851209,
MG,3131901,Itabirito,1768.8949754932,5161.2065360842,4465.5707596481,9421.3464618635,
MG,3132008,Itacambira,153.6639502367,414.6509756369,237.7910938275,259.5948747718,
MG,3132107,Itacarambi,316.8606769973,961.4312303294,912.3107732092,1615.6552444922,
MG,3132206,Itaguara,330.2141029785,977.978423339,1158.7382006693,2384.0399969251,
MG,3132305,Itaipé,383.86363753,631.7536516817,616.5216245567,1105.8047235944,
MG,3132404,Itajubá,4434.9118851433,12347.0767819301,13667.3555814786,29368.3954786331,
MG,3132503,Itamarandiba,572.2691118615,1953.9826446597,1925.9020165971,3163.2395259015,
MG,3132602,Itamarati de Minas,108.5603763486,334.11646404,271.3176956437,786.5462273623,
MG,3132701,Itambacuri,874.3913412048,1979.4829258157,1641.4894873832,3471.1318470253,
MG,3132800,Itambé do Mato Dentro,113.352377363,253.4129028262,182.7322505885,268.4968950881,
MG,3132909,Itamogi,389.610559279,1192.0844451377,1086.2358090571,2470.4858169597,
MG,3133006,Itamonte,423.4242251701,1289.2085801677,907.4070561221,2834.0202244926,
MG,3133105,Itanhandu,803.2652107796,1510.5345394961,1882.0992705596,3869.1596332133,
MG,3133204,Itanhomi,554.3024908739,1462.7835561815,1164.1908032554,1533.2900572511,
MG,3133303,Itaobim,601.271446359,1539.3012015594,1123.9600289951,2592.0108651154,
MG,3133402,Itapagipe,1072.1121252937,2352.223844508,1671.1504127228,2840.8104752663,
MG,3133501,Itapecerica,903.2361331115,2296.6495334731,2341.3019126048,4740.719040047,
MG,3133600,Itapeva,200.0549273824,780.304803901,851.3638577546,1529.3019232328,
MG,3133709,Itatiaiuçu,245.7809394822,632.8307661232,660.6980984478,1410.5868395304,
MG,3133758,Itaú de Minas,,,1620.4973545087,3528.7728574303,
MG,3133808,Itaúna,2692.6735026264,11224.8097837221,10524.7932056518,24054.8273697335,
MG,3133907,Itaverava,163.720580038,553.9281456322,406.6391214509,523.4333607427,
MG,3134004,Itinga,469.2623534694,1220.7765067208,839.0598840594,863.7170328254,
MG,3134103,Itueta,277.6886299799,597.5207234381,399.8265971272,814.84498095,
MG,3134202,Ituiutaba,5087.8273392074,16271.7681261913,15528.6604799155,26918.1407132948,
MG,3134301,Itumirim,204.664256313,668.3129947815,507.9965469756,1202.4201231294,
MG,3134400,Iturama,2162.1531773354,8593.6111482288,6422.9448435053,9595.8678144879,
MG,3134509,Itutinga,395.3942087485,537.2701496269,418.8513425808,733.8212935485,
MG,3134608,Jaboticatubas,399.2109921301,1114.3119883186,1126.0759637416,2552.6128876713,
MG,3134707,Jacinto,266.7486018473,835.6925913328,604.7478944506,1077.6935836607,
MG,3134806,Jacuí,198.7288633664,630.7992583906,553.1525942722,1434.0636185452,
MG,3134905,Jacutinga,759.4558057818,2264.7749661172,2556.3546441764,6996.7984124409,
MG,3135001,Jaguaraçu,111.2318347601,291.0138747337,204.9180387484,385.4850101562,
MG,3135050,Jaíba,,,,2984.0071337639,
MG,3135076,Jampruca,,,,451.8164478999,
MG,3135100,Janaúba,1152.9459721749,5075.7677485914,4400.2116900227,9362.8814453038,
MG,3135209,Januária,2625.1843830558,4879.0135296667,5524.1944650069,7361.5360597834,
MG,3135308,Japaraíba,97.9141699805,282.8795548612,259.7642444345,696.3310986689,
MG,3135357,Japonvar,,,,436.1783972122,
MG,3135407,Jeceaba,230.715808419,549.419633125,462.0068768704,893.8917777414,
MG,3135456,Jenipapo de Minas,,,,604.732480756,
MG,3135506,Jequeri,403.3844210087,1186.4329098969,838.3260018069,1447.0183310383,
MG,3135605,Jequitaí,336.3273354141,1013.5566245071,587.2912426057,943.8047640063,
MG,3135704,Jequitibá,207.1617413112,395.0896543949,296.7309553715,825.8551012169,
MG,3135803,Jequitinhonha,727.8680330605,1903.9563691002,1413.4070087743,2689.2406296735,
MG,3135902,Jesuânia,187.5839332137,429.4289051248,329.5817435054,954.2595411096,
MG,3136009,Joaíma,639.7166711168,1407.0786382998,1144.6546682976,1752.4062844839,
MG,3136108,Joanésia,186.6096820999,404.727409171,314.9101392874,818.7833871754,
MG,3136207,João Monlevade,3653.1691186131,11429.5553046617,8123.0091850719,15854.5583736745,
MG,3136306,João Pinheiro,1871.0038377694,7815.3089975803,4898.5291606898,7801.7354067629,
MG,3136405,Joaquim Felício,171.1995037672,784.0168162657,246.6046024717,534.7059941243,
MG,3136504,Jordânia,333.7931226953,550.9242777661,736.898885779,1005.737667984,
MG,3136520,José Gonçalves de Minas,,,,500.1549887618,
MG,3136553,José Raydan,,,,334.5365862988,
MG,3136579,Josenópolis,,,,312.1250078672,
MG,3136603,Nova União,110.9650755265,316.8419499518,298.9961240569,888.8631878211,
MG,3136652,Juatuba,,,,3020.173199949,
MG,3136702,Juiz de Fora,26624.9878062783,78720.6854670768,89903.6900985063,188398.69717614,
MG,3136801,Juramento,264.6667200028,504.5665536309,345.2138709567,386.1978591945,
MG,3136900,Juruaia,256.4406771158,615.4962580151,543.7691266493,1847.8385516689,
MG,3136959,Juvenília,,,,461.3276311372,
MG,3137007,Ladainha,326.9636997087,874.0471401034,586.3268971391,1129.6993053575,
MG,3137106,Lagamar,370.0375837763,994.9076693787,733.9039163035,1383.8758758161,
MG,3137205,Lagoa da Prata,1018.056652778,3490.7683538693,3397.0872853815,9601.2238088978,
MG,3137304,Lagoa dos Patos,92.2532684191,344.1725639717,308.3916649093,373.622690704,
MG,3137403,Lagoa Dourada,409.098481113,1424.1536353078,775.647018902,1789.2010203074,
MG,3137502,Lagoa Formosa,737.4723319875,1880.1712269134,1790.3510283432,3388.1967812121,
MG,3137536,Lagoa Grande,,,,1410.4269557666,
MG,3137601,Lagoa Santa,879.8173786584,3585.2590695441,4385.9611426334,10877.426432562,
MG,3137700,Lajinha,480.8586479774,1861.2238698641,1437.3331296197,3306.8685151891,
MG,3137809,Lambari,751.8357702841,2323.0779969406,1919.384783718,4990.5781218069,
MG,3137908,Lamim,89.6398011454,214.958125062,163.6695782261,393.6283270657,
MG,3138005,Laranjal,332.2515249507,697.7043294548,439.8471607665,1258.2987266771,
MG,3138104,Lassance,264.1882931165,1175.2380437154,479.9909369137,701.4157144448,
MG,3138203,Lavras,3628.3808067906,11678.9760288752,11039.1013165465,26923.5002543597,
MG,3138302,Leandro Ferreira,168.2612861222,315.4404466352,285.3505391872,638.4204920799,
MG,3138351,Leme do Prado,,,,573.382607517,
MG,3138401,Leopoldina,2698.508377601,6760.3035397584,5421.7609848706,12104.6314621147,
MG,3138500,Liberdade,275.5178283909,644.24446038,584.3687023445,975.422150825,
MG,3138609,Lima Duarte,487.9722275389,1636.8660394864,1415.9752462458,2936.4206946755,
MG,3138625,Limeira do Oeste,,,,1142.6086877605,
MG,3138658,Lontra,,,,574.2406255292,
MG,3138674,Luisburgo,,,,1179.4616504622,
MG,3138682,Luislândia,,,,458.6434632198,
MG,3138708,Luminárias,195.8583020488,647.3501254179,428.1041993837,1465.2195500702,
MG,3138807,Luz,804.0393924682,2298.7751319014,3370.0285018986,6315.4625792312,
MG,3138906,Machacalis,154.9455543806,568.9797894346,453.1993321248,647.9151893011,
MG,3139003,Machado,1262.6188118489,4085.2516056215,4673.0387925953,10886.2096033684,
MG,3139102,Madre de Deus de Minas,171.6943614758,1585.2390123607,335.3212658744,698.4883725374,
MG,3139201,Malacacheta,858.2253450438,2492.2637316054,1679.1671972063,2372.3189181846,
