PIB Municipal - serviços - administração pública - valor adicionado - preços básicos
Sigla,Código,Município,1970,1975,1980,1985,1996,
MG,3119401,Coronel Fabriciano,11557.1348991765,15423.4751571423,19995.5139731398,37233.190073141,103659.818938552,
MG,3119500,Coronel Murta,175.0683162793,426.8838028336,1011.1837377581,1803.5144228,4225.0207420292,
MG,3119609,Coronel Pacheco,1936.7418789273,1357.7070581508,924.6102120287,1252.5396122687,6065.1253923129,
MG,3119708,Coronel Xavier Chaves,700.6623058199,1145.7397852728,1820.0424271509,1821.0394009609,1489.2840082843,
MG,3119807,Córrego Danta,1003.9195336859,1346.8117629676,1755.2265317135,3237.6480932877,3617.4858407651,
MG,3119906,Córrego do Bom Jesus,719.7253002593,588.5827999094,467.5915363006,634.907148471,3075.8914073855,
MG,3119955,Córrego Fundo,,,,,,
MG,3120003,Córrego Novo,269.0216460159,617.274975442,1375.9048262452,1098.0127083772,2906.9063402257,
MG,3120102,Couto de Magalhães de Minas,144.7231414576,396.3316221399,1054.3814252407,1478.8514026934,3916.9155963939,
MG,3120151,Crisólita,,,,,,
MG,3120201,Cristais,307.1476348945,504.945807135,806.4187984914,1186.71655645,5919.4540201181,
MG,3120300,Cristália,462.1803549773,461.3202546457,447.3133319202,700.5250823399,2760.2061275261,
MG,3120409,Cristiano Otoni,310.7462613957,437.078437875,597.21558149,1214.8822745411,3659.4532264943,
MG,3120508,Cristina,1167.3166288798,2152.8937682446,3857.2235259967,4276.4445684059,11691.4427293071,
MG,3120607,Crucilândia,202.3011654783,442.0823712625,938.4827345822,1791.955257429,3582.5230610494,
MG,3120706,Cruzeiro da Fortaleza,499.8200429774,583.3901600824,661.4892789493,717.7844031034,2198.7698730514,
MG,3120805,Cruzília,1408.1328239397,1724.8494539602,2052.4710818278,2378.6036150191,8363.0128063021,
MG,3120839,Cuparaque,,,,,,
MG,3120870,Curral de Dentro,,,,,,
MG,3120904,Curvelo,14686.1892721415,23093.9301057336,35278.0727156846,43001.3599874883,89373.4170642622,
MG,3121001,Datas,613.1281476802,863.5091262328,1181.4106658206,2273.960156504,6607.4484692637,
MG,3121100,Delfim Moreira,1585.8271649631,1780.7624392675,1942.5598059847,2018.8256111994,4184.1770731171,
MG,3121209,Delfinópolis,884.7758184403,1077.289039732,1274.2349596687,1499.1982998009,4780.1802450107,
MG,3121258,Delta,,,,,,
MG,3121308,Descoberto,567.0268243935,679.5485919803,791.1443068803,1103.6510485901,3888.8975654448,
MG,3121407,Desterro de Entre Rios,0,359.0843835335,453.1225959711,900.0728977668,4032.0298939554,
MG,3121506,Desterro do Melo,290.807925375,484.4925525143,784.1267159067,1538.8971760261,4770.80840953,
MG,3121605,Diamantina,23514.2036408754,32464.173132361,43540.8290915447,39811.5963091063,65390.1931846723,
MG,3121704,Diogo de Vasconcelos,0,185.6190044111,234.2295265327,231.7593688327,1128.4925960266,
MG,3121803,Dionísio,327.7667921451,801.0261626007,1901.7206797066,2801.1314083018,6670.6469779197,
MG,3121902,Divinésia,322.125701954,582.2580576066,1022.4072359045,1609.5427410477,4736.947193629,
MG,3122009,Divino,1969.5185581418,3192.2181172671,5026.2410951755,3779.271569258,8257.5830277669,
MG,3122108,Divino das Laranjeiras,276.024378667,945.7536735919,3147.943368122,2837.7888852178,3698.8950370381,
MG,3122207,Divinolândia de Minas,420.1639590703,327.4199782991,247.8619328389,543.3510002793,3145.4818853715,
MG,3122306,Divinópolis,19263.7394419661,34399.1100809019,59672.2065144672,86392.7759399639,212830.690319142,
MG,3122355,Divisa Alegre,,,,,,
MG,3122405,Divisa Nova,628.3007350912,619.2820836977,592.9632002047,1029.1379189903,3156.2551859243,
MG,3122454,Divisópolis,,,,,5237.4086203503,
MG,3122470,Dom Bosco,,,,,,
MG,3122504,Dom Cavati,712.9170879594,670.1452800115,611.9517479658,1489.8462097133,4169.8653405387,
MG,3122603,Dom Joaquim,1847.6515579764,1182.3301353647,734.9803420361,892.5525304852,2332.3640363187,
MG,3122702,Dom Silvério,900.1429262027,2046.332960152,4519.1775460702,4433.2941804048,5873.6707192458,
MG,3122801,Dom Viçoso,68.0821229976,184.900744981,487.8232665687,1246.7146672271,4139.3866325127,
MG,3122900,Dona Eusébia,745.985547701,1051.6118561994,1440.1204310639,1158.4990825357,2880.8631535186,
MG,3123007,Dores de Campos,1887.9172707206,1343.4174726045,928.6612054936,1387.5837574678,5350.7569037245,
MG,3123106,Dores de Guanhães,686.6568405177,638.1247841349,576.0892245583,926.7088392419,2353.9014492091,
MG,3123205,Dores do Indaiá,2652.8685526854,4497.3261688212,7406.4708547559,13369.9479661999,23904.8816613843,
MG,3123304,Dores do Turvo,986.5099622338,1065.8343350133,1118.6551227,2149.9643822538,4130.9231174743,
MG,3123403,Doresópolis,155.6162811372,155.0230574787,150.0223076934,501.4114099024,2695.7155669477,
MG,3123502,Douradoquara,289.3490227394,354.9180765258,422.9144229064,599.795241519,3464.2985649087,
MG,3123528,Durandé,,,,,5389.3364896791,
MG,3123601,Elói Mendes,1550.7162415315,3633.900990438,8272.411372713,8749.4777489426,12036.4660726388,
MG,3123700,Engenheiro Caldas,1246.8754526113,1284.6545796011,1285.7837766019,2426.8170903547,4288.8482213384,
MG,3123809,Engenheiro Navarro,194.9093921243,592.399942015,1749.1035674039,1778.7367089489,3511.6596698347,
MG,3123858,Entre Folhas,,,,,4407.7955062554,
MG,3123908,Entre Rios de Minas,3583.8429545883,4777.7453665631,6187.5013604248,4654.6081641006,7709.9377638792,
MG,3124005,Ervália,1977.4938925502,1501.1946972173,1107.075323025,2089.694369866,10272.1668574705,
MG,3124104,Esmeraldas,2819.0861929749,4405.6823092029,6688.6162231419,9106.642235292,24964.2563750898,
MG,3124203,Espera Feliz,1230.6330032677,1503.1614638098,1783.614468709,4274.65920768,13177.1481025401,
MG,3124302,Espinosa,1985.5664871342,3203.5555404274,5021.0940872264,6840.9941967736,14623.1022569837,
MG,3124401,Espírito Santo do Dourado,274.2736955041,362.0069332459,464.1601976678,917.8749658475,2598.0812346601,
MG,3124500,Estiva,2106.9471864211,1394.9212956346,897.1478844386,1553.9123307251,5821.9146363809,
MG,3124609,Estrela Dalva,637.2486712566,625.1247053728,595.7206642075,926.6785549824,3486.4188351646,
MG,3124708,Estrela do Indaiá,1176.9453862753,1714.4386654133,2426.0842171557,3482.935551516,4269.0458928655,
MG,3124807,Estrela do Sul,1745.0420726014,1572.9954786921,1377.4229805837,3770.8599850957,9448.8441044552,
MG,3124906,Eugenópolis,3337.4829295129,3744.6382380795,4081.4921011037,4361.7862497998,10606.4834489119,
MG,3125002,Ewbank da Câmara,915.1209932621,925.4765613882,909.2234079791,1332.9711484172,3746.2091358836,
MG,3125101,Extrema,3964.7138026715,6240.525110703,9542.2041818041,12337.0515193483,25729.2635161539,
MG,3125200,Fama,149.7806705944,295.18687155,565.1406982435,1081.4901170817,4734.8776401223,
MG,3125309,Faria Lemos,1537.2943372835,1577.9093870247,1573.3500928075,1560.9746782234,4024.6124223641,
MG,3125408,Felício dos Santos,853.9443427401,423.9723498635,204.4860945922,655.5572751422,2961.6891752335,
MG,3125507,São Gonçalo do Rio Preto,38.5150295815,158.8809450991,636.6953399801,980.7641304979,3406.2283585472,
MG,3125606,Felisburgo,233.618942057,453.3343954666,854.5698517881,1519.4885222985,4327.4390975651,
MG,3125705,Felixlândia,1509.7697075574,2423.2558247374,3778.3840671406,5646.1908412231,13754.8438178579,
MG,3125804,Fernandes Tourinho,418.9968369618,801.533075274,1489.5340310809,1956.2470270715,4033.8782727197,
MG,3125903,Ferros,1870.994000147,2036.0862901448,2152.475626043,5801.1518643431,16743.810930168,
MG,3125952,Fervedouro,,,,,9580.9728390161,
MG,3126000,Florestal,387.0954993287,278.1956402794,194.2230614355,1028.6328196212,6282.569560029,
MG,3126109,Formiga,8188.6259736117,16360.4899673424,31754.1034312323,37136.0161774084,66621.3652845293,
MG,3126208,Formoso,58.3561054265,200.5609771211,669.6145029351,1156.7687357464,3768.9386206811,
MG,3126307,Fortaleza de Minas,202.3011654783,363.0603690627,632.9619196166,1141.7384386918,3445.644533701,
MG,3126406,Fortuna de Minas,509.8378410755,546.5560334773,569.1878188656,836.8461868889,2118.1774798823,
MG,3126505,Francisco Badaró,319.7914577367,573.8928899748,1000.4908190616,1250.9317573208,4796.4916510266,
MG,3126604,Francisco Dumont,260.1709700261,394.5871279628,581.3601634737,1388.2326029216,4582.5426217548,
MG,3126703,Francisco Sá,3599.696363229,4460.1501446126,5368.4803317854,4665.5498925779,12652.8471227847,
MG,3126752,Franciscópolis,,,,,,
MG,3126802,Frei Gaspar,485.3282767964,728.8223072323,1063.2269979689,1632.6547104299,4297.0287773888,
MG,3126901,Frei Inocêncio,2197.4964100077,2004.2236269695,1775.7525980268,2447.3578036446,6429.9630653249,
MG,3126950,Frei Lagonegro,,,,,,
MG,3127008,Fronteira,826.6142333652,1549.1228039573,2820.2466558526,3495.5949496046,7673.287160601,
MG,3127057,Fronteira dos Vales,653.3938604246,522.2358187219,405.4866307537,1044.7922221546,5180.362923585,
MG,3127073,Fruta de Leite,,,,,,
MG,3127107,Frutal,8195.5314460872,10259.9869151258,12477.7066364268,18084.4485659026,52877.2237456021,
MG,3127206,Funilândia,58.2588452507,217.2946364994,787.3256839775,1179.8381077005,2864.4036136191,
MG,3127305,Galiléia,2646.1576005612,2809.3638090497,2897.4672664601,5784.9027808669,11295.3649603707,
MG,3127339,Gameleiras,,,,,,
MG,3127354,Glaucilândia,,,,,,
MG,3127370,Goiabeira,,,,,,
MG,3127388,Goianá,,,,,,
MG,3127404,Gonçalves,243.1504392769,395.5393566839,625.0613205075,1071.1178711245,3857.7706576245,
MG,3127503,Gonzaga,278.747663587,352.4041412058,432.801790321,653.1064458235,1236.1029723492,
MG,3127602,Gouveia,1015.979795474,1288.5760740954,1587.6447552156,2596.3119486519,5451.8921863369,
MG,3127701,Governador Valadares,72938.7126114354,96460.6045695764,123925.346924708,164835.332232337,370247.498807901,
MG,3127800,Grão Mogol,1406.5766611282,2789.0024360795,5372.2060064636,10186.227701281,27400.1381551677,
MG,3127909,Grupiara,499.1392217474,604.4396943132,711.0539198316,1505.7343487992,5599.2971346664,
MG,3128006,Guanhães,7011.2915466337,10157.876902493,14296.3819501045,16300.4709206784,31157.2585403773,
MG,3128105,Guapé,1075.6002831847,1794.9955302328,2910.0075311247,3785.5850463567,9171.4799732699,
MG,3128204,Guaraciaba,376.7859207033,682.1014392636,1199.5588067157,1573.5189655667,4984.660224571,
MG,3128253,Guaraciama,,,,,,
MG,3128303,Guaranésia,4231.109423943,3780.6804651836,3281.7384648999,4322.1161111194,9608.9366152817,
MG,3128402,Guarani,1760.4091803638,2392.08523449,3157.60611066,4200.7208303968,10268.9171512821,
MG,3128501,Guarará,866.5881655825,695.143481165,541.6945085342,1265.5777521903,4903.6246543354,
MG,3128600,Guarda-Mor,639.9719561766,948.5038903764,1365.6379202458,1804.1341588718,4459.0821486943,
MG,3128709,Guaxupé,8372.0586650021,10188.8742760234,12045.8769296237,20664.753265981,53982.7882086387,
MG,3128808,Guidoval,1206.9987805699,1546.1317642624,1923.9972709207,2218.5583798714,5557.760736452,
MG,3128907,Guimarânia,827.6840952981,750.6390749085,661.3266195559,1038.1012381148,4255.7241183867,
MG,3129004,Guiricema,354.5133404656,755.4145414937,1563.7105873257,2264.5951419093,5932.398557368,
MG,3129103,Gurinhatã,364.1420978608,949.7203772301,2406.2397711577,2868.8957195866,7566.1457854209,
MG,3129202,Heliodora,901.7963491897,1127.3379349004,1369.0460218223,2674.7214254836,5851.6276614047,
MG,3129301,Iapu,818.9306794841,1500.9433159568,2672.3892672289,2698.1583574326,5119.6704811745,
MG,3129400,Ibertioga,0,866.0992566935,1092.9162101116,957.9342048854,1827.564936222,
MG,3129509,Ibiá,3645.7004263403,3651.8907419223,3553.6352595387,6449.0477324562,21571.4750023512,
MG,3129608,Ibiaí,312.4969445585,443.1613644552,610.5149233239,1219.4417846928,3198.7240519894,
MG,3129657,Ibiracatu,,,,,,
MG,3129707,Ibiraci,2488.3043353828,2465.823087748,2373.7698579557,4340.7916771869,11254.8776325573,
MG,3129806,Ibirité,3456.7239049344,5938.8352863709,9911.8825089479,20899.7232764188,89496.1297151496,
MG,3129905,Ibitiúra de Minas,346.2462255301,303.5319620758,258.4890132095,443.9022125211,2041.2711089733,
MG,3130002,Ibituruna,168.3573641553,288.1374291091,479.0551506944,1287.1922248378,3659.5195757125,
MG,3130051,Icaraí de Minas,,,,,3683.6898826547,
MG,3130101,Igarapé,747.0554096339,1995.2099963999,5176.5771031275,6013.5689009461,17288.572664253,
MG,3130200,Igaratinga,101.1505827392,314.810434001,951.8053134724,1382.8467522327,4184.3795947307,
MG,3130309,Iguatama,2123.0923755891,1814.3984113575,1506.31118566,1604.4159282553,4003.5871226361,
MG,3130408,Ijaci,412.4804051892,939.3799433237,2078.2487228431,2193.5067007398,2577.0137698439,
MG,3130507,Ilicínea,417.2461537989,478.9432910976,534.065008414,1493.2285936701,4238.1900513564,
MG,3130556,Imbé de Minas,,,,,,
MG,3130606,Inconfidentes,599.803503608,810.4705665683,1063.8582713289,1878.3953462122,4768.4544266947,
MG,3130655,Indaiabira,,,,,,
MG,3130705,Indianópolis,0,748.1845386136,944.1215935544,1624.3329981224,7002.8871373318,
MG,3130804,Ingaí,262.602474419,376.9039757533,525.5098988883,868.1690594435,2844.4258325796,
MG,3130903,Inhapim,4972.6210035615,4768.6777366,4442.5146248117,5209.5670105442,11911.7165393812,
MG,3131000,Inhaúma,1839.676223568,1793.138114044,1697.8697313175,2149.379931707,3781.4805684828,
MG,3131109,Inimutaba,447.3968082693,819.8604713551,1459.5040087805,1789.9462156548,3390.9964286829,
MG,3131158,Ipaba,,,,,12000.5554094852,
MG,3131208,Ipanema,2147.1156389896,3217.4635970679,4683.7113953628,5829.7553828902,13297.5931385905,
MG,3131307,Ipatinga,11577.0732351971,27166.1296501857,61926.2861687606,111130.995874863,312112.995628793,
MG,3131406,Ipiaçu,997.7921426163,1331.3495192568,1725.6883604359,1750.4935874183,4238.4419071003,
MG,3131505,Ipuiúna,37.9314685271,197.1465030882,995.3980309103,1962.7142717829,7893.6133656337,
MG,3131604,Iraí de Minas,74.1122538916,1235.9614759623,20023.413931955,8144.4046421457,7440.3411818984,
MG,3131703,Itabira,14005.6598226936,23480.166351918,38239.9259920422,50532.2469795966,124732.892826593,
MG,3131802,Itabirinha de Mantena,1577.9490907305,2147.5021008253,2839.1771109734,4269.0496700592,7277.6329026344,
MG,3131901,Itabirito,6753.7466013518,7672.540796091,8467.4361125873,16594.7370934641,39106.3849723848,
MG,3132008,Itacambira,533.9583646519,491.6466185169,439.761288654,859.0618958957,2683.8342125705,
MG,3132107,Itacarambi,518.9802975924,1315.800312519,3240.7637891276,4621.8491474625,12348.5911685388,
MG,3132206,Itaguara,317.5544736955,710.3566865098,1543.6647535073,2740.050634114,10237.0841055015,
MG,3132305,Itaipé,365.1146996181,466.5151332745,579.0558220668,938.4698031627,2381.9906966098,
MG,3132404,Itajubá,78347.8372835865,71069.2939771551,62626.0856077045,75243.4106176173,121151.649311706,
MG,3132503,Itamarandiba,2506.8810289436,2109.7769575245,1724.8750634689,3279.9151642465,14528.5225066178,
MG,3132602,Itamarati de Minas,154.6436793799,165.8209147122,172.7287844471,586.355320219,5964.1863169245,
MG,3132701,Itambacuri,2878.6094205099,3687.0434816355,4587.6687692305,7094.1030651777,26306.5267687791,
MG,3132800,Itambé do Mato Dentro,96.2875739536,182.5369437872,336.1627464128,672.849183011,2860.6906707663,
MG,3132909,Itamogi,283.0271113181,822.7658406397,2323.5003597018,3077.0495488928,7473.7981445357,
MG,3133006,Itamonte,1857.9611366016,2597.2024867928,3526.9010263764,5510.0927378173,15107.724003688,
MG,3133105,Itanhandu,4435.842093814,4732.9518436023,4905.7608316023,11524.709315602,35132.9531451261,
MG,3133204,Itanhomi,3167.1803618435,3725.8298434418,4257.8613576892,5106.3115091217,6576.9812149054,
MG,3133303,Itaobim,1055.370166637,1917.9704556435,3386.0805929396,4824.2459539249,11959.4998322507,
MG,3133402,Itapagipe,1205.0535770557,1266.1707518775,1292.3985919347,2353.9170375776,11458.0497475174,
MG,3133501,Itapecerica,4638.2405194679,5115.5382083784,5480.846989901,6822.9610671356,16248.889745674,
MG,3133600,Itapeva,628.3007350912,961.1155620694,1428.2424225012,2986.2213456169,6187.8896188999,
MG,3133709,Itatiaiuçu,136.1642459949,384.7892203192,1056.3333379618,1553.0376212604,4269.0828630567,
MG,3133758,Itaú de Minas,,,,,12929.2601730984,
MG,3133808,Itaúna,7909.489269322,12024.4839107223,17758.3547686053,29335.5526479462,77866.3814026855,
MG,3133907,Itaverava,1171.9851173141,771.0128247836,492.7417767984,841.42734903,2380.3828946661,
MG,3134004,Itinga,2174.7375288915,2211.5016332997,2184.6705674131,3955.7445758154,9823.8814986551,
MG,3134103,Itueta,1059.357833841,1898.2985513232,3304.491415766,2399.5829122151,2300.9579833853,
MG,3134202,Ituiutaba,11345.3994966542,21943.4371180106,41229.4739665519,65063.5010980663,127838.542869358,
MG,3134301,Itumirim,1093.009854637,1828.5825776673,2971.8258463119,3050.56016294,5181.8947581068,
MG,3134400,Iturama,3748.018131188,6758.0089197435,11837.3398415667,18266.0827649111,38146.1398884594,
MG,3134509,Itutinga,551.2706759284,550.3568275465,533.7551809979,1013.8113718688,4755.7316473732,
MG,3134608,Jaboticatubas,2225.8963813153,2465.354939732,2652.6029138715,3769.3662539022,8785.8815044659,
MG,3134707,Jacinto,798.506042585,1655.0197105283,3332.3177905698,4369.6108021796,8415.0982466345,
MG,3134806,Jacuí,359.8626501297,1034.1456006587,2886.9873541124,4145.7474838373,7718.0340718006,
MG,3134905,Jacutinga,3225.4392070942,4045.6644333912,4929.5710685255,5522.1665476318,11042.5900326424,
MG,3135001,Jaguaraçu,189.6573426359,184.4577375576,174.2779215274,652.9736965223,4395.1265729958,
MG,3135050,Jaíba,,,,,12429.7097388361,
MG,3135076,Jampruca,,,,,2640.6289765583,
MG,3135100,Janaúba,1332.2698868854,5410.1567801449,17901.1309876059,23591.2168284976,32728.4657150018,
MG,3135209,Januária,7851.8139851255,9823.8974908688,11940.318728976,21328.3411647181,76159.6162982439,
MG,3135308,Japaraíba,360.2516908326,397.9040927933,426.942179315,698.7302906638,1782.2263706211,
MG,3135357,Japonvar,,,,,,
MG,3135407,Jeceaba,273.4956140985,740.7689820091,1949.0971644632,2065.4735587047,3940.6363536702,
MG,3135456,Jenipapo de Minas,,,,,,
MG,3135506,Jequeri,1251.5439410454,1669.7475780576,2164.0825356168,2986.0592264389,8931.9042571532,
MG,3135605,Jequitaí,667.3020655512,730.49332365,776.8341531016,1806.1865123765,7991.2336142168,
MG,3135704,Jequitibá,108.9313967961,146.3281250537,190.9505093535,694.4397411789,2851.7015196444,
MG,3135803,Jequitinhonha,973.5743588643,3741.6756180346,13969.5178990158,13236.1171350825,21788.0461644872,
MG,3135902,Jesuânia,407.5201362278,579.5550348698,800.6792456092,1636.796701581,3882.7920256462,
MG,3136009,Joaíma,1732.6900302863,1997.4247261806,2236.8571228039,2759.8787315083,10039.6994620007,
MG,3136108,Joanésia,220.9751192148,502.2842717592,1109.108565443,2029.5448126881,6760.6332196827,
MG,3136207,João Monlevade,4266.4148677261,10309.2068572671,24199.4614875939,33559.0557094998,60518.1458363297,
MG,3136306,João Pinheiro,6107.4527337541,7688.7068371593,9402.9638681892,18433.6763255661,60308.8598720911,
